,,gas_price_gwei,gas_price_gwei,gas_price_gwei,gas_price_gwei,gas_price_gwei,gas_price_gwei,gas_used,gas_used,gas_used,gas_used,gas_used,gas_used,gasPrice_eth,gasPrice_eth,gasPrice_eth,gasPrice_eth,gasPrice_eth,gasPrice_eth,tcost_usd,tcost_usd,tcost_usd,tcost_usd,tcost_usd,tcost_usd
,,count,max,std,skew,mean,min,count,max,std,skew,mean,min,count,max,std,skew,mean,min,count,max,std,skew,mean,min
block_number,timestamp,,,,,,,,,,,,,,,,,,,,,,,,
18938062,2024-01-05 02:18:35,1104,150.764269962,18.291361023658066,5.229986771311075,23.455839228514492,18.738491609,1104,1119197,163093.63629401315,4.009877759778227,108545.47101449275,21000,1104,1.50764269962e-07,1.8291361023658074e-08,0.0,2.3455839228514494e-08,1.8738491609000003e-08,1104,0.041122250647140014,0.004911368199695959,4.763414625638712,0.002674228265155979,0.00039350832378900005
18938063,2024-01-05 02:18:47,1344,225.351744017,16.084688013710267,12.119711077426421,21.73582198232143,18.735255316,1344,1200012,135796.49208760858,5.984668692271723,81810.59523809524,21000,1344,2.25351744017e-07,1.6084688013710308e-08,0.0,2.173582198232143e-08,1.8735255316e-08,1344,0.04079058607549086,0.0038898560829633013,7.302700713108971,0.0018558731963088878,0.000393440361636
18938064,2024-01-05 02:18:59,1096,758.539187747,62.97822347104903,11.54632468940702,25.391654905218978,18.539187747,1096,1855064,175840.465891123,7.813594250949965,86792.22627737226,21000,1096,7.58539187747e-07,6.297822347104896e-08,0.0,2.539165490521898e-08,1.8539187747000002e-08,1096,0.034409930418700815,0.003530113850251862,6.506084589885203,0.001842703635520993,0.00039037294268700007
18938065,2024-01-05 02:19:11,1448,1217.058796452,88.96102884239043,13.245278936068468,27.25969001369061,18.058796452,1448,505851,98881.95112278164,2.6021886532900114,79181.69613259668,21000,1448,1.217058796452e-06,8.896102884239051e-08,0.0,2.7259690013690608e-08,1.8058796452e-08,1448,0.025558234725492002,0.003257816755605136,4.74178244788672,0.001877441766301057,0.0003794447254920001
18938066,2024-01-05 02:19:23,1264,309.123180604,23.197180163639086,12.145735041691776,21.15746519487342,17.958252147,1264,1739140,154888.4877760501,7.863841583061173,93464.87341772152,21000,1264,3.0912318060400003e-07,2.319718016363907e-08,0.0,2.115746519487342e-08,1.7958252147e-08,1264,0.03992761463893358,0.004481509197116884,7.174039930875808,0.0020732341467364695,0.00037712329508699996
18938067,2024-01-05 02:19:35,1152,27.923450551,1.5560695407071954,3.5536981999554387,18.82828154728472,17.923450551,1152,1311143,136105.8281659733,5.864151080037535,90377.04166666667,21000,1152,2.7923450551e-08,1.556069540707196e-09,0.0,1.8828281547284725e-08,1.7923450551e-08,1152,0.023598458571727515,0.0024866152002081055,5.642093312110106,0.001687236324647566,0.00037660246157100003
18938068,2024-01-05 02:19:47,1704,38.416504294,2.177568108537745,5.176462214247822,18.79881663256338,17.626861357,1704,1814252,140918.11175894502,9.266144096165881,76950.85915492958,21000,1704,3.8416504294e-08,2.1775681085377457e-09,0.0,1.8798816632563384e-08,1.7626861357e-08,1704,0.032535798529052855,0.0025524986678167132,8.969875810830727,0.0014334715973281253,0.000371319088497
18938069,2024-01-05 02:19:59,632,32.0,3.314066386263214,2.4133645496720098,19.84406730573418,17.84111746,632,1057196,129679.1533244644,5.799287978567086,75895.15189873418,21000,632,3.2e-08,3.314066386263215e-09,0.0,1.984406730573418e-08,1.784111746e-08,632,0.018936543521508677,0.002337648387364458,5.632013781099621,0.0014468668516503813,0.00037613346666000004
18938070,2024-01-05 02:20:11,2056,281.045656345,17.9709063351344,12.38620189285645,20.62756250682879,16.493147229,2056,1320621,124693.5962973387,5.54552060065291,85678.48249027238,21000,2056,2.81045656345e-07,1.7970906335134418e-08,0.0,2.0627562506828795e-08,1.6493147229000004e-08,2056,0.09489871945842174,0.0062352992122776466,13.168374855732477,0.0019373933016123997,0.00034761566042700005
18938071,2024-01-05 02:20:23,1000,348.624029312,30.021562235605554,10.346127025633749,22.343446984968,17.457909752,1000,1114655,142091.66563797332,4.101055765032528,99121.512,21000,1000,3.4862402931200004e-07,3.0021562235605545e-08,0.0,2.2343446984968005e-08,1.7457909752e-08,1000,0.03414981541528628,0.0038939173798273065,5.466589058976981,0.0021679211489105525,0.000366616104792
18938072,2024-01-05 02:20:35,1448,67.078227712,6.201915967597753,5.314803194722359,19.833576073491713,17.078227712,1448,1360401,125705.02481591844,6.400232787442788,82191.6187845304,21000,1448,6.7078227712e-08,6.201915967597751e-09,0.0,1.9833576073491716e-08,1.7078227712000002e-08,1448,0.023234598458632516,0.0023652755749589208,5.134691128675426,0.001613546970733398,0.00035969278195200006
18938073,2024-01-05 02:20:47,1128,47.060677414,3.3596766668107025,5.203414603079318,18.97223890380851,17.060677414,1128,6544703,555693.2569934247,10.944611767114061,136940.54609929078,21000,1128,4.7060677414e-08,3.359676666810705e-09,0.0,1.897223890380851e-08,1.7060677414e-08,1128,0.11172251368343804,0.009498680338266785,10.861573915003323,0.0024737686653350122,0.000358274225694
18938074,2024-01-05 02:20:59,1320,81.008733948,5.264777978606794,10.013852965655534,19.248111251606062,17.673243453,1320,1336358,125653.4227736897,6.431877076346453,86623.0303030303,21000,1320,8.100873394800001e-08,5.264777978606797e-09,0.0,1.9248111251606062e-08,1.7673243453000003e-08,1320,0.023631143854364177,0.002552898946100556,5.5673927137155,0.0016773570873340363,0.0003711381125130001
18938075,2024-01-05 02:21:11,1472,359.916759449,25.68601870703913,12.475145388194694,21.76812580559239,17.569089139,1472,1760351,161434.1449827007,7.444517553643153,92223.88586956522,21000,1472,3.59916759449e-07,2.568601870703914e-08,0.0,2.176812580559239e-08,1.7569089139e-08,1472,0.10787749039288932,0.008515098155220962,10.859919590246335,0.0023798128429015396,0.00036895087191900005
18938076,2024-01-05 02:21:23,1032,90.0,8.021174138854333,6.014739857985665,20.606893587961242,17.865397159,1032,319412,73097.83712102585,1.6946797962623146,70545.0542635659,21000,1032,9.000000000000001e-08,8.021174138854336e-09,0.0,2.060689358796124e-08,1.7865397159e-08,1032,0.01114387831906164,0.0016589522127185494,2.8151083290767653,0.001430418179703859,0.000375215340339
18938077,2024-01-05 02:21:35,1920,51.869454895,3.9745665691338297,5.090498947634924,18.91078985,16.979454895,1920,1891784,156752.65848345502,8.266504917893544,81598.8375,21000,1920,5.1869454895e-08,3.974566569133828e-09,0.0,1.8910789850000003e-08,1.6979454895e-08,1920,0.032140378939082684,0.002725439149232026,7.826087567776312,0.001500763412801893,0.000356568552795
18938078,2024-01-05 02:21:47,1088,179.485754239,14.040941576177302,10.791713170190203,20.25620613242647,17.628030594,1088,558508,91820.8726847909,2.6722347059769214,83222.39705882352,21000,1088,1.79485754239e-07,1.40409415761773e-08,0.0,2.0256206132426473e-08,1.7628030594e-08,1088,0.028885898829961947,0.0028706694561982556,6.674088395591151,0.0017480787414681685,0.00037018864247399997
18938079,2024-01-05 02:21:59,992,30.0,2.2576859078507825,2.896012316463768,18.432007729733872,17.087179993,992,1332547,147699.14709860462,5.406335693126954,98541.20967741935,21000,992,3.0000000000000004e-08,2.257685907850784e-09,0.0,1.8432007729733874e-08,1.7087179993e-08,992,0.022825628945775216,0.0026411944974083735,5.046920400093697,0.0018089680714088124,0.000358830779853
18938080,2024-01-05 02:22:11,1256,70.808249567,4.88124322997108,8.154724246081205,18.55812200068153,16.69120026,1256,729307,115137.23277251927,2.9362788585205486,91157.80891719746,21000,1256,7.080824956700001e-08,4.881243229971075e-09,0.0,1.855812200068153e-08,1.669120026e-08,1256,0.020973332713495836,0.002504908873714514,4.352068891771556,0.0017018289594913042,0.00035051520546
18938081,2024-01-05 02:22:23,968,536.666666667,47.04641384232924,10.84007159542504,22.19298354816529,16.595472889,968,1165055,124269.96776920588,5.924616754138775,86404.85123966943,21000,968,5.36666666667e-07,4.7046413842329174e-08,0.0,2.219298354816529e-08,1.6595472889e-08,968,0.019334638666693896,0.0022658971144458467,4.977334809276415,0.0016087198993283436,0.000348504930669
18938082,2024-01-05 02:22:35,1024,71.496031973,6.381120879464009,5.387584787291536,18.281719893890624,15.966917556,1024,322599,74999.32602410599,1.4435631512937872,79934.015625,21000,1024,7.149603197300001e-08,6.3811208794640144e-09,0.0,1.8281719893890626e-08,1.5966917556e-08,1024,0.010590564224096545,0.0015553078597603293,2.440926874726479,0.001469649168464948,0.000335305268676
18938083,2024-01-05 02:22:47,1400,100.44169473,7.501806965538704,8.159757282861353,17.681440023445717,15.332439355,1400,1840783,286493.88327082683,4.965308137374234,128052.08571428571,21000,1400,1.0044169473e-07,7.501806965538694e-09,0.0,1.7681440023445716e-08,1.5332439355e-08,1400,0.033327226665810186,0.004931009070757233,4.866804337658934,0.0022428807175371135,0.00032219122645500003
18938084,2024-01-05 02:22:59,872,104.703919109,10.003956636161067,6.471309432602499,19.352321264816513,16.279104408,872,2649136,359028.23678701365,5.009367654992829,168777.9266055046,21000,872,1.04703919109e-07,1.000395663616107e-08,0.0,1.9352321264816516e-08,1.6279104408e-08,872,0.04577469753499149,0.006345337335467238,4.646316101315198,0.0031488753192770954,0.000341861192568
18938085,2024-01-05 02:23:11,960,1666.024531789,149.9756860630609,10.786451501269703,33.23774791256667,16.739910776,960,1299581,183285.66186248368,4.383791997556484,107261.05,21000,960,1.6660245317890001e-06,1.4997568606306083e-07,0.0,3.3237747912566674e-08,1.6739910776e-08,960,0.22123306360079312,0.02019309161431192,10.445527029439733,0.003792874074268094,0.000351538126296
18938086,2024-01-05 02:23:23,960,90.0,10.082073019043415,5.576734200333462,19.44719768828333,16.442962336,960,2796050,259252.5604001635,9.320697574046129,109506.64166666666,21000,960,9.000000000000001e-08,1.0082073019043406e-08,0.0,1.9447197688283335e-08,1.6442962336000002e-08,960,0.05016941983957281,0.004769784741334048,8.639275977020008,0.0021083772751682526,0.000345302209056
18938087,2024-01-05 02:23:35,1088,50.0,4.891764613128012,3.8509436637686183,18.68126613502206,16.188205629,1088,1951653,184808.20633374035,7.789423757871309,95774.75735294117,21000,1088,5.0000000000000004e-08,4.8917646131280035e-09,0.0,1.868126613502206e-08,1.6188205629e-08,1088,0.054646284,0.00512571826741686,8.435841021333749,0.0020096069412833956,0.00034016231820900003
18938088,2024-01-05 02:23:47,1192,55.037257347,4.21610117038696,5.614130595693071,17.7113161682349,15.921824254,1192,1766384,197129.29772242205,5.31999265621118,115745.38255033558,21000,1192,5.5037257347e-08,4.21610117038697e-09,0.0,1.77113161682349e-08,1.5921824254e-08,1192,0.02814171945307754,0.003305941297159064,4.85594711128293,0.002015896571408418,0.000334358309334
18938089,2024-01-05 02:23:59,1144,792.545895943,64.74355555519985,11.752048809180748,23.48043285967133,16.219835957,1144,2745719,249215.38210057284,8.858370231876041,102827.99300699301,21000,1144,7.925458959430001e-07,6.474355555519983e-08,0.0,2.3480432859671332e-08,1.6219835957e-08,1144,0.08103227003890015,0.007794066517791465,8.38538398762968,0.0024030741917341726,0.000340616555097
18938090,2024-01-05 02:24:11,928,62.5,5.550368197073336,6.109780669522208,18.25875512812069,16.179881501,928,1652057,194197.3107036811,5.438198440153101,110364.62068965517,21000,928,6.250000000000001e-08,5.550368197073337e-09,0.0,1.8258755128120688e-08,1.6179881501000002e-08,928,0.0349903714912455,0.003841370515910249,6.293659691001176,0.0020059449464565437,0.00033998751149999994
18938091,2024-01-05 02:24:23,1080,90.222049108,6.673596729602954,9.668237504710724,17.688239259903703,15.883559915,1080,12696435,1087062.8381758258,11.298584640531296,195517.43703703705,21000,1080,9.0222049108e-08,6.6735967296029516e-09,0.0,1.7688239259903705e-08,1.5883559915e-08,1080,0.21436102102940305,0.018359243557571826,11.277543433577883,0.0033639199072902156,0.00033355475821499997
18938092,2024-01-05 02:24:35,936,35.018839067,3.2892788677230507,2.5045890910045605,19.19915913063248,17.391816966,936,575593,79198.54986388961,2.724995260325575,80871.90598290598,21000,936,3.5018839067000004e-08,3.289278867723054e-09,0.0,1.9199159130632478e-08,1.7391816966e-08,936,0.010068167402910838,0.0014625027891441288,2.487739984405152,0.0015156661674006469,0.00036522815628600003
18938093,2024-01-05 02:24:47,864,89.478163204,9.489363535194832,5.451985695908357,20.19008829998148,16.589186498,864,601279,97038.01304633504,3.136710551580324,85950.52777777778,21000,864,8.947816320400001e-08,9.48936353519484e-09,0.0,2.0190088299981482e-08,1.6589186498000002e-08,864,0.011264763878404378,0.0021526091670050333,2.536028990391553,0.0017979920751421989,0.00034837291645800004
18938094,2024-01-05 02:24:59,1048,28.862777268,2.4236568992135665,3.4517611365744827,16.94065796116794,15.808802588,1048,665397,97319.98635828459,2.433683511471889,93219.26717557252,21000,1048,2.8862777268e-08,2.4236568992135685e-09,0.0,1.6940657961167943e-08,1.5808802588e-08,1048,0.010568873116761255,0.001547413229710499,2.408519212391948,0.0015232355741143155,0.000331984854348
18938095,2024-01-05 02:25:11,2216,57.387671184,3.4935591281453204,5.612115941776771,18.174911865144406,15.431707404,2216,1394535,125399.95258293019,5.839898304259643,72067.61732851986,21000,2216,5.7387671184e-08,3.493559128145324e-09,0.0,1.8174911865144405e-08,1.5431707404000002e-08,2216,0.021638030221647193,0.002074364903885723,5.3566482267444355,0.001241266388954867,0.00032406585548400005
18938096,2024-01-05 02:25:23,712,49.376119424,3.719499044275322,7.298596728591955,17.338390186955056,16.069902381,712,927642,115510.75954920471,4.610211045846962,88699.98876404495,21000,712,4.9376119424000003e-08,3.719499044275322e-09,0.0,1.733839018695506e-08,1.6069902381e-08,712,0.016791680497011727,0.002092710930487878,4.639106912165054,0.0015559262473424245,0.00033746795000099994
18938097,2024-01-05 02:25:35,1344,92.158385677,7.382968219013212,7.3456135744547915,17.565180931160715,15.11833637,1344,1885896,193406.69938984624,6.8897125971918305,112489.03571428571,21000,1344,9.215838567700001e-08,7.3829682190132076e-09,0.0,1.7565180931160716e-08,1.511833637e-08,1344,0.028530469046837523,0.003069005453095043,6.075272172652858,0.0019179227800659722,0.00031748506377
18938098,2024-01-05 02:25:47,800,29.609450235,2.247411421043362,3.9282134669543596,16.75382687389,15.609450235,800,1718802,191326.64924158732,6.329905524417763,103286.21,21000,800,2.9609450235000002e-08,2.2474114210433617e-09,0.0,1.6753826873890003e-08,1.5609450235000002e-08,800,0.035423564282818475,0.003778457613863402,7.23434067414256,0.0017882102180388159,0.000329898454935
18938099,2024-01-05 02:25:59,1016,90.0,7.004832682365819,9.111447528264938,16.918948448188978,15.001803085,1016,1245266,154667.06177141567,4.2651371335849735,106373.49606299213,21000,1016,9.000000000000001e-08,7.004832682365818e-09,0.0,1.691894844818898e-08,1.5001803085000002e-08,1016,0.0187863611344235,0.002413439768468134,4.108627211298858,0.0017041374911068584,0.00031503786478500007
18938100,2024-01-05 02:26:11,1936,62.5,4.171652230867331,6.9801276052274295,16.605446075818183,14.825459939,1936,402865,63616.589525205316,2.8970722752920457,63064.33884297521,21000,1936,6.250000000000001e-08,4.171652230867337e-09,0.0,1.6605446075818183e-08,1.4825459939e-08,1936,0.006371495268325235,0.0009700038928915637,2.9951916023841476,0.000996101578242507,0.00031136914445700005
18938101,2024-01-05 02:26:23,984,40.0,3.4096780076421336,3.3815223326154014,16.702782087739834,14.857753937,984,1333841,146016.1006452577,5.314440431678841,103324.78861788618,21000,984,4e-08,3.4096780076421343e-09,0.0,1.670278208773984e-08,1.4857753937000001e-08,984,0.019817881369082017,0.0021650422180070563,5.275088820943933,0.0016142614921878626,0.000312012832677
18938102,2024-01-05 02:26:35,2016,48.446085476,4.54030917556525,2.1259038099647536,18.053101736444443,14.564279258,2016,602607,87537.76039442171,3.1064411560661913,69771.20238095238,21000,2016,4.8446085476000005e-08,4.54030917556525e-09,0.0,1.8053101736444447e-08,1.4564279258e-08,2016,0.008836797330825607,0.0013212786098569435,2.968419487204488,0.0011506562748456522,0.00030584986441800003
18938103,2024-01-05 02:26:47,1984,754.831142985,46.84573960246084,15.601609331101216,19.76094482821371,14.877695629,1984,1335312,122301.58646796584,6.403047250116955,67326.95967741935,21000,1984,7.548311429850001e-07,4.6845739602460774e-08,0.0,1.976094482821371e-08,1.4877695629000001e-08,1984,0.19943318145692387,0.01270672489273497,15.194377983547957,0.001864120159525782,0.00031243160820900004
18938104,2024-01-05 02:26:59,1024,145.309238956,12.010995065967476,9.59889205301271,17.7229054005625,15.088101703,1024,1878339,201442.62151488647,6.4146773825244185,96984.1328125,21000,1024,1.4530923895600001e-07,1.2010995065967494e-08,0.0,1.77229054005625e-08,1.5088101703e-08,1024,0.03773226486471132,0.004745219843305204,6.137272691453202,0.001896099682876442,0.000317060135763
18938105,2024-01-05 02:27:11,1424,69.189524781,5.7835336124788395,7.050030360291283,16.870688230488764,14.762949214,1424,1080069,128745.47598297455,4.66116710291587,84584.48314606742,21000,1424,6.918952478100001e-08,5.7835336124788435e-09,0.0,1.6870688230488765e-08,1.4762949214000002e-08,1424,0.016029677069711635,0.0022061476955084203,4.209524870445356,0.0014200092481300398,0.00031025293349400005
18938106,2024-01-05 02:27:23,904,39.769843265,3.512087819588614,3.819821398851306,16.492985061115046,14.769843265,904,430595,73719.78314985141,1.644528627476301,79972.49557522124,21000,904,3.9769843265e-08,3.51208781958861e-09,0.0,1.6492985061115044e-08,1.4769843265000002e-08,904,0.006402880160692676,0.0011890663407751643,1.589131969410173,0.0012943642116640798,0.00031016670856500003
18938107,2024-01-05 02:27:35,1432,49.216020945,3.827836742167159,4.653905540156437,15.999228756134077,14.035891844,1432,5114288,388017.6453341141,11.979876195604364,117439.68715083798,21000,1432,4.9216020945e-08,3.827836742167155e-09,0.0,1.599922875613408e-08,1.4035891844000001e-08,1432,0.07448591863783831,0.0057829205622197495,11.222392315010524,0.001861053119325458,0.000294963728724
18938108,2024-01-05 02:27:47,1208,90.0,6.479772533805842,9.817522474974352,16.579971516490065,14.740225061,1208,843084,110795.70149984713,3.467949590400508,89802.54304635762,21000,1208,9.000000000000001e-08,6.479772533805838e-09,0.0,1.6579971516490067e-08,1.4740225061000001e-08,1208,0.012435678745328124,0.001686921577850513,3.2950190907766115,0.0014209356535081323,0.00030954472628100005
18938109,2024-01-05 02:27:59,1264,399.236839142,30.506673121778622,12.3394812723699,18.445126457120253,14.563364962,1264,2215691,259301.96766638855,5.980245590496918,114102.08227848102,21000,1264,3.9923683914200003e-07,3.0506673121778676e-08,0.0,1.8445126457120254e-08,1.4563364962000001e-08,1264,0.03861099318710111,0.004842032510264325,5.540688091290101,0.0020214146326544024,0.00030583066420200003
18938110,2024-01-05 02:28:11,1328,90.0,6.942053407136539,7.573890405185969,17.350891301240964,14.93086286,1328,1224337,135133.1313670461,4.386876813906943,97787.2530120482,21000,1328,9.000000000000001e-08,6.9420534071365395e-09,0.0,1.7350891301240964e-08,1.493086286e-08,1328,0.01950474484142382,0.0021918886012404102,4.244251452219246,0.0016154451482278084,0.00031354812006000006
18938111,2024-01-05 02:28:23,1176,47.610495468,4.914302522984371,4.885557952799505,16.92979702662585,15.084238157,1176,859392,126451.70189488595,2.8877134039993106,96525.4693877551,21000,1176,4.761049546800001e-08,4.914302522984368e-09,0.0,1.692979702662585e-08,1.5084238157e-08,1176,0.024629833373873204,0.0026889579392240597,5.100873526469135,0.0016867820296096354,0.000316979001297
18938112,2024-01-05 02:28:35,856,29.88172572,1.9521788164851381,4.064879676019845,16.02389167015888,14.982324519,856,1660567,164976.89116911512,7.99420690724729,97619.58878504673,21000,856,2.988172572e-08,1.9521788164851366e-09,0.0,1.602389167015888e-08,1.4982324519000002e-08,856,0.03318198867954227,0.0032302782192893957,8.764770061190466,0.0016053649690232828,0.000314628814899
18938113,2024-01-05 02:28:47,1392,63.158228453,4.6205123231793115,7.287636145421882,16.107210549603447,14.413657408,1392,1348785,131315.02194999554,5.574216309949811,96596.44252873563,21000,1392,6.3158228453e-08,4.620512323179312e-09,0.0,1.610721054960345e-08,1.4413657408000002e-08,1392,0.02945908197201815,0.002957102757354398,6.334420809527923,0.0016853379341484748,0.00030268680556800004
18938114,2024-01-05 02:28:59,808,157.182547993,14.15214471649569,9.552701070459236,17.547909259544554,14.630796874,808,12696459,1288229.4113061242,8.918083223939723,296920.78217821784,21000,808,1.57182547993e-07,1.4152144716495672e-08,0.0,1.7547909259544557e-08,1.4630796874000001e-08,808,0.18804467526806917,0.019192126330020706,8.724418747854644,0.004751913203103655,0.00030934673435400003
18938115,2024-01-05 02:29:11,1464,100.27179418,7.888048882871844,7.554924287157448,18.710369548163936,16.458305204,1464,1843597,287686.8727584849,5.081098772001172,131377.3606557377,21000,1464,1.0027179418e-07,7.888048882871846e-09,0.0,1.8710369548163935e-08,1.6458305204e-08,1464,0.03218607909917878,0.005367675201594642,4.672905087338546,0.0024440232398811965,0.00034562440928399997
18938116,2024-01-05 02:29:23,752,128.952433512,15.907475929132474,4.948554750936375,22.03767085412766,17.698446319,752,1434311,182068.14607986985,5.490595820295346,112667.13829787234,21000,752,1.28952433512e-07,1.5907475929132473e-08,0.0,2.2037670854127658e-08,1.7698446319e-08,752,0.025399419346816898,0.003800751558726547,3.8899599635642805,0.002465493575210933,0.000371877372678
18938117,2024-01-05 02:29:35,976,40.17249748,3.4801795958497954,3.544322618471573,18.875204832581964,17.04813328,976,1280089,150327.17280829555,4.683302710933122,107216.83606557376,21000,976,4.017249748e-08,3.4801795958497964e-09,0.0,1.887520483258197e-08,1.704813328e-08,976,0.02193073560064089,0.0028319477172542968,4.390066183578872,0.002007078007112813,0.00035822079888000004
18938118,2024-01-05 02:29:47,888,62.175101722,7.360607459787555,4.0364495199415495,19.45516049852252,16.775427647,888,1872076,191987.9033132231,7.296577710733652,106838.62162162163,21000,888,6.2175101722e-08,7.360607459787553e-09,0.0,1.945516049852252e-08,1.6775427647000002e-08,888,0.031423596247685176,0.0033764335844732652,6.214385537278953,0.0020880425321694045,0.000352493980587
18938119,2024-01-05 02:29:59,1080,90.0,8.574203270808058,7.676945082618155,18.2279856632,16.336342991,1080,2554068,309964.0659773927,5.357703162630572,140957.6,21000,1080,9.000000000000001e-08,8.574203270808061e-09,0.0,1.8227985663200002e-08,1.6336342991e-08,1080,0.05449447087033739,0.006279038263954033,5.973353584449177,0.0026110801426967745,0.000343273202811
18938120,2024-01-05 02:30:11,1808,90.0,6.793199569867735,8.019727940433166,19.310573090358407,16.88487328,1808,404044,69240.92537071684,2.6775489320522614,63091.349557522124,21000,1808,9.000000000000001e-08,6.793199569867731e-09,0.0,1.931057309035841e-08,1.6884873280000003e-08,1808,0.006842433939544322,0.0012272100812899607,2.5801793163232416,0.001169322699607955,0.00035458233888000006
18938121,2024-01-05 02:30:23,1464,52.855941793,3.184249570679563,7.756154218740642,18.231965615579234,16.780559237,1464,442226,78438.1311563561,1.8648063254304807,80603.96721311475,21000,1464,5.2855941793000006e-08,3.1842495706795657e-09,0.0,1.8231965615579235e-08,1.6780559237e-08,1464,0.010354003293772564,0.0015567786485075968,2.3649876834372043,0.0014824896151949157,0.000352391743977
18938122,2024-01-05 02:30:35,1352,326.038159179,23.855359702437475,12.461951381060564,20.537124835331362,16.745673294,1352,495550,93465.23962038638,1.843550664573173,95889.02366863906,21000,1352,3.26038159179e-07,2.3855359702437478e-08,0.0,2.0537124835331363e-08,1.6745673294e-08,1352,0.04494599043362105,0.003708898919362705,9.297735001662895,0.002019313507164518,0.000351869139174
18938123,2024-01-05 02:30:47,840,66.913861952,5.072266832468786,8.372790651582426,18.64355839367619,16.923230026,840,1190138,135781.2399050402,5.830270611793447,83300.00952380952,21000,840,6.691386195200001e-08,5.0722668324687876e-09,0.0,1.864355839367619e-08,1.6923230026e-08,840,0.020206199195371137,0.002476480142494898,5.067946728526518,0.0015506580364843489,0.00035563233888000006
18938124,2024-01-05 02:30:59,1448,207.448829214,19.958863567731886,8.945798903542125,19.780208352154695,16.032438462,1448,445699,79455.4150734455,1.726620251204373,79705.85635359117,21000,1448,2.0744882921400002e-07,1.9958863567731916e-08,0.0,1.9780208352154698e-08,1.6032438461999998e-08,1448,0.02045943333240154,0.0023787906929095093,4.879595386437154,0.0016149661208240006,0.00033668120770199994
18938125,2024-01-05 02:31:11,1552,101.879185123,7.6997250058057585,7.630780049106154,18.994300756231958,15.955851504,1552,1102855,124074.88453341991,4.733241198430909,82935.21649484536,21000,1552,1.01879185123e-07,7.699725005805754e-09,0.0,1.899430075623196e-08,1.5955851504000002e-08,1552,0.017668429583757358,0.002163895268340787,4.2501378216336185,0.001499466586268807,0.000335599424683632
18938126,2024-01-05 02:31:23,1320,32.084876924,1.9444934277023451,3.894285820714218,17.443969703163635,16.100708297,1320,1846835,166469.80083107844,8.059605976527585,86188.67272727273,21000,1320,3.2084876924000005e-08,1.944493427702345e-09,0.0,1.7443969703163637e-08,1.6100708297000002e-08,1320,0.029920035107689993,0.002795782793822705,7.662152950235653,0.001483194751472659,0.00033811487423700005
18938127,2024-01-05 02:31:35,1280,241.881205443,19.05556050095337,10.209603402488483,20.37189057551875,15.996205443,1280,1881780,245670.94972278946,6.032263043609732,109280.4375,21000,1280,2.41881205443e-07,1.9055560500953375e-08,0.0,2.0371890575518753e-08,1.5996205443e-08,1280,0.039510239478528546,0.005081556928938637,5.410636435713168,0.0022077004850126515,0.000335920314303
18938128,2024-01-05 02:31:47,1040,150.379042979,12.200387677874687,9.811794736132295,18.896428306976922,16.327442868,1040,1109951,131622.34947173623,4.80463804760002,89330.35384615384,21000,1040,1.50379042979e-07,1.220038767787468e-08,0.0,1.8896428306976923e-08,1.6327442868e-08,1040,0.028930521804471938,0.0036460732695676075,5.250353660584312,0.0018467719620228061,0.000342876300228
18938129,2024-01-05 02:31:59,1064,24.809618436,1.729225389296258,2.9478282430378004,16.880891849353382,15.876593446,1064,1429752,214839.04719849266,4.491212899065645,118347.94736842105,21000,1064,2.4809618436e-08,1.7292253892962595e-09,0.0,1.6880891849353383e-08,1.5876593446e-08,1064,0.02282720080833844,0.003607418248648783,4.50397498015599,0.0019636507832241153,0.0003342484623660001
18938130,2024-01-05 02:32:11,1336,62.5,3.9653628873467532,8.983672042974648,17.528420649335327,15.964474064,1336,635563,105153.98785819538,2.4961459738705223,87781.13173652695,21000,1336,6.250000000000001e-08,3.965362887346748e-09,0.0,1.7528420649335333e-08,1.5964474064000002e-08,1336,0.012053118029538033,0.0018983297182202834,2.9035754124678195,0.001531749614255245,0.00033546395534400007
18938131,2024-01-05 02:32:23,1096,62.5,4.78889454813955,6.513586546918622,17.910735201861314,15.929168084,1096,1162534,165577.16388374983,4.201297319299616,100952.299270073,21000,1096,6.250000000000001e-08,4.788894548139552e-09,0.0,1.7910735201861318e-08,1.5929168084000003e-08,1096,0.021994176149364855,0.0028275532887690534,4.518358819253516,0.001731029815466452,0.00033451252976400005
18938132,2024-01-05 02:32:35,1304,91.319643932,7.353183187062557,7.465023618571081,18.303184636883437,15.764017882,1304,1756700,178303.44945793398,6.56346126153204,107043.54601226994,21000,1304,9.131964393200002e-08,7.35318318706255e-09,0.0,1.8303184636883435e-08,1.5764017882e-08,1304,0.036476150213309404,0.0038276811848816845,6.326229515420215,0.0020157383979825193,0.000331044375522
18938133,2024-01-05 02:32:47,1320,99.846051337,8.083697563082415,8.280232537012404,17.985924689957578,16.08561672,1320,1512722,200097.69772607286,4.484804534001036,120237.38181818182,21000,1320,9.984605133700002e-08,8.083697563082409e-09,0.0,1.7985924689957575e-08,1.608561672e-08,1320,0.024484338495911837,0.0034545095708080112,3.9060917588593065,0.0021341249187629544,0.00033800795111999996
